Table Name,State Code,Distt. Code,Area Name,Total/ Rural/ Urban,Age-group,Total Persons,Total Males,Total Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Educational level - Literate without educational level - Persons,Educational level - Literate without educational level - Males,Educational level - Literate without educational level - Females,Educational level - Below Primary - Persons,Educational level - Below Primary - Males,Educational level - Below Primary - Females,Educational level - Primary - Persons,Educational level - Primary - Males,Educational level - Primary - Females,Educational level - Middle - Persons,Educational level - Middle - Males,Educational level - Middle - Females,Educational level - Matric/Secondary - Persons,Educational level - Matric/Secondary - Males,Educational level - Matric/Secondary - Females,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Persons,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Males,Educational level - Higher secondary/Intermediate/Pre-University/Senior secondary - Females,Educational level - Non-technical diploma or certificate not equal to degree - Persons,Educational level - Non-technical diploma or certificate not equal to degree - Males,Educational level - Non-technical diploma or certificate not equal to degree - Females,Educational level - Technical diploma or certificate not equal to degree - Persons,Educational level - Technical diploma or certificate not equal to degree - Males,Educational level - Technical diploma or certificate not equal to degree - Females,Educational level - Graduate & above - Persons,Educational level - Graduate & above - Males,Educational level - Graduate & above - Females,Educational level - Unclassified - Persons,Educational level - Unclassified - Males,Educational level - Unclassified - Females
C2708ST,01,000,State - JAMMU & KASHMIR,Total,15,35321,18650,16671,8977,3293,5684,26344,15357,10987,349,205,144,1237,639,598,8040,4437,3603,13255,7897,5358,3326,2101,1225,0,0,0,0,0,0,0,0,0,0,0,0,137,78,59
C2708ST,01,000,State - JAMMU & KASHMIR,Total,16,31877,16848,15029,8416,2966,5450,23461,13882,9579,316,185,131,936,458,478,4915,2736,2179,11129,6720,4409,6078,3725,2353,0,0,0,0,0,0,0,0,0,0,0,0,87,58,29
C2708ST,01,000,State - JAMMU & KASHMIR,Total,17,24511,13194,11317,6035,2160,3875,18476,11034,7442,289,175,114,588,281,307,3029,1695,1334,7405,4497,2908,7079,4331,2748,0,0,0,0,0,0,0,0,0,0,0,0,86,55,31
C2708ST,01,000,State - JAMMU & KASHMIR,Total,18,32867,17130,15737,11187,3956,7231,21680,13174,8506,425,245,180,782,388,394,3536,1977,1559,7560,4702,2858,6114,3869,2245,3046,1856,1190,22,17,5,74,52,22,0,0,0,121,68,53
C2708ST,01,000,State - JAMMU & KASHMIR,Total,19,22198,11476,10722,6903,2191,4712,15295,9285,6010,311,200,111,467,235,232,2142,1174,968,4840,3041,1799,4207,2589,1618,3188,1957,1231,17,15,2,64,41,23,0,0,0,59,33,26
C2708ST,01,000,State - JAMMU & KASHMIR,Total,20-24,122840,62228,60612,50913,17715,33198,71927,44513,27414,2067,1227,840,2741,1528,1213,11691,6788,4903,20972,13596,7376,15241,9531,5710,14152,8685,5467,105,88,17,358,273,85,4217,2569,1648,383,228,155
C2708ST,01,000,State - JAMMU & KASHMIR,Total,25-29,110382,54494,55888,57136,20799,36337,53246,33695,19551,2857,1705,1152,1922,1127,795,8680,5383,3297,17121,11410,5711,9593,6062,3531,7356,4386,2970,85,66,19,255,177,78,5013,3167,1846,364,212,152
C2708ST,01,000,State - JAMMU & KASHMIR,Total,30-34,96214,48474,47740,55755,21222,34533,40459,27252,13207,2312,1465,847,1751,1112,639,7002,4576,2426,13721,9940,3781,6929,4547,2382,4692,2857,1835,58,50,8,147,104,43,3531,2396,1135,316,205,111
C2708ST,01,000,State - JAMMU & KASHMIR,Total,35-39,85882,43209,42673,54525,20993,33532,31357,22216,9141,1912,1176,736,1452,959,493,5662,3895,1767,10707,8180,2527,5921,4085,1836,2976,1920,1056,31,28,3,110,80,30,2289,1683,606,297,210,87
C2708ST,01,000,State - JAMMU & KASHMIR,Total,40-44,72216,38480,33736,49135,20629,28506,23081,17851,5230,1506,995,511,1212,873,339,4093,3092,1001,7407,6157,1250,5055,3828,1227,1762,1277,485,19,17,2,74,64,10,1692,1369,323,261,179,82
C2708ST,01,000,State - JAMMU & KASHMIR,Total,45-49,57988,29643,28345,43413,17755,25658,14575,11888,2687,1168,785,383,914,712,202,2983,2408,575,4456,3899,557,3078,2472,606,689,546,143,25,24,1,51,46,5,951,822,129,260,174,86
C2708ST,01,000,State - JAMMU & KASHMIR,Total,50-54,47861,26320,21541,37451,17426,20025,10410,8894,1516,985,702,283,771,637,134,2375,2067,308,3008,2713,295,2050,1754,296,310,260,50,20,18,2,27,26,1,647,565,82,217,152,65
C2708ST,01,000,State - JAMMU & KASHMIR,Total,55-59,32341,16148,16193,25839,10519,15320,6502,5629,873,643,454,189,523,432,91,1565,1386,179,1733,1575,158,1250,1091,159,179,163,16,12,11,1,11,10,1,450,413,37,136,94,42
C2708ST,01,000,State - JAMMU & KASHMIR,Total,60-64,34651,19453,15198,29348,14846,14502,5303,4607,696,666,469,197,599,515,84,1495,1330,165,1270,1154,116,754,690,64,108,96,12,15,14,1,5,4,1,248,231,17,143,104,39
C2708ST,01,000,State - JAMMU & KASHMIR,Total,65-69,20046,10469,9577,17099,7909,9190,2947,2560,387,434,310,124,355,301,54,821,745,76,661,593,68,381,359,22,48,45,3,16,16,0,3,3,0,104,99,5,124,89,35
C2708ST,01,000,State - JAMMU & KASHMIR,Total,70-74,20240,11744,8496,18125,9894,8231,2115,1850,265,402,292,110,349,304,45,633,599,34,372,350,22,150,132,18,24,22,2,12,10,2,1,1,0,65,62,3,107,78,29
C2708ST,01,000,State - JAMMU & KASHMIR,Total,75-79,8258,4517,3741,7376,3775,3601,882,742,140,196,146,50,131,108,23,249,231,18,158,142,16,56,48,8,14,8,6,4,4,0,1,1,0,16,15,1,57,39,18
C2708ST,01,000,State - JAMMU & KASHMIR,Total,80+,14830,8616,6214,13146,7315,5831,1684,1301,383,372,262,110,191,170,21,433,366,67,304,234,70,149,102,47,86,48,38,13,12,1,4,3,1,61,48,13,71,56,15
C2708ST,01,000,State - JAMMU & KASHMIR,Total,Age not stated,1519,912,607,702,340,362,817,572,245,282,236,46,101,62,39,114,66,48,127,80,47,76,53,23,64,36,28,1,1,0,1,1,0,36,29,7,15,8,7
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,All ages,1406833,730075,676758,858609,387674,470935,548224,342401,205823,17929,11509,6420,129894,71753,58141,146355,87614,58741,135994,92405,43589,66557,44704,21853,32010,20423,11587,417,359,58,905,678,227,13856,10198,3658,4307,2758,1549
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,0-6,291256,152383,138873,291256,152383,138873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,7,38802,19873,18929,17808,8466,9342,20994,11407,9587,440,277,163,20308,10975,9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,155,91
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,8,41064,21218,19846,13857,6377,7480,27207,14841,12366,337,207,130,26649,14506,12143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,128,93
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,9,34218,17538,16680,9044,3954,5090,25174,13584,11590,277,182,95,22270,11919,10351,2499,1407,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,76,52
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,10,44045,22832,21213,12467,5511,6956,31578,17321,14257,398,254,144,22135,12047,10088,8887,4938,3949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,82,76
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,11,38281,19984,18297,8403,3524,4879,29878,16460,13418,323,196,127,12159,6599,5560,17234,9549,7685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,116,46
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,12,40253,21071,19182,9069,3574,5495,31184,17497,13687,326,196,130,6138,3333,2805,22110,12399,9711,2467,1488,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,81,62
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,13,33636,17633,16003,6942,2616,4326,26694,15017,11677,253,165,88,2778,1449,1329,18014,10121,7893,5535,3217,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,65,49
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,14,32438,17260,15178,6813,2477,4336,25625,14783,10842,271,152,119,1555,787,768,12481,7014,5467,11197,6763,4434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,67,54
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,15,33258,17500,15758,8708,3157,5551,24550,14343,10207,338,197,141,1181,607,574,7632,4211,3421,12301,7368,4933,2969,1886,1083,0,0,0,0,0,0,0,0,0,0,0,0,129,74,55
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,16,29926,15856,14070,8166,2858,5308,21760,12998,8762,292,173,119,898,439,459,4681,2604,2077,10425,6347,4078,5381,3381,2000,0,0,0,0,0,0,0,0,0,0,0,0,83,54,29
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,17,22817,12293,10524,5836,2083,3753,16981,10210,6771,276,170,106,562,263,299,2898,1623,1275,6980,4257,2723,6184,3846,2338,0,0,0,0,0,0,0,0,0,0,0,0,81,51,30
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,18,30838,16059,14779,10873,3809,7064,19965,12250,7715,396,228,168,749,369,380,3388,1882,1506,7142,4468,2674,5531,3557,1974,2565,1621,944,20,15,5,59,45,14,0,0,0,115,65,50
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,19,20647,10667,9980,6704,2118,4586,13943,8549,5394,297,189,108,441,219,222,2037,1106,931,4595,2912,1683,3831,2389,1442,2616,1655,961,16,14,2,53,33,20,0,0,0,57,32,25
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,20-24,114631,57863,56768,49388,17088,32300,65243,40775,24468,1891,1118,773,2584,1440,1144,11161,6460,4701,19809,12936,6873,13866,8734,5132,12101,7568,4533,98,82,16,278,213,65,3095,2012,1083,360,212,148
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,25-29,102395,50186,52209,55413,20131,35282,46982,30055,16927,2496,1498,998,1823,1059,764,8180,5094,3086,15922,10684,5238,8098,5113,2985,6190,3746,2444,77,62,15,199,142,57,3659,2457,1202,338,200,138
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,30-34,89579,44964,44615,54003,20635,33368,35576,24329,11247,1975,1245,730,1661,1058,603,6608,4340,2268,12688,9288,3400,5763,3822,1941,3791,2370,1421,52,44,8,111,77,34,2640,1897,743,287,188,99
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,35-39,79628,40006,39622,52539,20369,32170,27089,19637,7452,1601,1004,597,1349,902,447,5278,3656,1622,9741,7541,2200,4820,3432,1388,2316,1558,758,31,28,3,81,61,20,1595,1259,336,277,196,81
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,40-44,66927,35608,31319,47265,20014,27251,19662,15594,4068,1285,845,440,1115,815,300,3730,2867,863,6677,5637,1040,3976,3140,836,1365,1024,341,18,16,2,47,39,8,1210,1044,166,239,167,72
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,45-49,53814,27351,26463,41537,17101,24436,12277,10250,2027,986,676,310,838,658,180,2675,2192,483,3960,3516,444,2396,2016,380,480,400,80,21,21,0,38,33,5,646,579,67,237,159,78
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,50-54,44494,24469,20025,35783,16814,18969,8711,7655,1056,855,629,226,698,587,111,2135,1884,251,2613,2408,205,1568,1412,156,198,174,24,19,17,2,19,18,1,410,386,24,196,140,56
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,55-59,29997,14862,15135,24635,10091,14544,5362,4771,591,539,396,143,458,385,73,1371,1243,128,1500,1395,105,971,890,81,114,106,8,12,11,1,7,6,1,260,248,12,130,91,39
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,60-64,32614,18330,14284,28130,14358,13772,4484,3972,512,566,396,170,539,485,54,1340,1207,133,1076,998,78,584,556,28,77,72,5,12,11,1,4,3,1,149,144,5,137,100,37
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,65-69,18847,9806,9041,16351,7613,8738,2496,2193,303,369,263,106,311,269,42,742,686,56,550,498,52,285,272,13,38,37,1,16,16,0,3,3,0,69,65,4,113,84,29
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,70-74,19159,11170,7989,17326,9555,7771,1833,1615,218,361,266,95,312,273,39,573,546,27,315,298,17,106,98,8,15,14,1,10,8,2,1,1,0,38,36,2,102,75,27
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,75-79,7751,4250,3501,7017,3623,3394,734,627,107,172,127,45,110,94,16,208,196,12,125,116,9,41,35,6,10,5,5,3,3,0,1,1,0,12,12,0,52,38,14
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,80+,14079,8186,5893,12590,7041,5549,1489,1145,344,340,235,105,174,156,18,384,326,58,269,205,64,123,82,41,75,40,35,11,10,1,3,2,1,43,35,8,67,54,13
C2708ST,01,000,State - JAMMU & KASHMIR,Rural,Age not stated,1439,857,582,686,334,352,753,523,230,269,225,44,99,60,39,109,63,46,107,65,42,64,43,21,59,33,26,1,1,0,1,1,0,30,24,6,14,8,6
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,All ages,86466,46182,40284,32987,14358,18629,53479,31824,21655,2322,1442,880,7491,4138,3353,8969,5297,3672,10975,6830,4145,10930,6665,4265,6684,3739,2945,38,32,6,281,208,73,5464,3270,2194,325,203,122
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,0-6,11862,6188,5674,11862,6188,5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,7,1821,964,857,603,327,276,1218,637,581,23,15,8,1180,616,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,9
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,8,1900,1004,896,428,215,213,1472,789,683,15,7,8,1448,777,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,9,1691,892,799,273,127,146,1418,765,653,18,12,6,1239,661,578,154,87,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,10,2061,1088,973,369,170,199,1692,918,774,20,12,8,1200,647,553,461,250,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,11,1934,1074,860,236,121,115,1698,953,745,17,12,5,706,397,309,953,523,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,1
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,12,2081,1134,947,259,110,149,1822,1024,798,17,10,7,365,211,154,1227,667,560,201,126,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,13,1938,1060,878,211,97,114,1727,963,764,12,11,1,154,85,69,1117,616,501,431,243,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,5
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,14,1976,1056,920,215,92,123,1761,964,797,12,9,3,79,41,38,729,389,340,932,518,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,15,2063,1150,913,269,136,133,1794,1014,780,11,8,3,56,32,24,408,226,182,954,529,425,357,215,142,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,16,1951,992,959,250,108,142,1701,884,817,24,12,12,38,19,19,234,132,102,704,373,331,697,344,353,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,17,1694,901,793,199,77,122,1495,824,671,13,5,8,26,18,8,131,72,59,425,240,185,895,485,410,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,18,2029,1071,958,314,147,167,1715,924,791,29,17,12,33,19,14,148,95,53,418,234,184,583,312,271,481,235,246,2,2,0,15,7,8,0,0,0,6,3,3
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,19,1551,809,742,199,73,126,1352,736,616,14,11,3,26,16,10,105,68,37,245,129,116,376,200,176,572,302,270,1,1,0,11,8,3,0,0,0,2,1,1
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,20-24,8209,4365,3844,1525,627,898,6684,3738,2946,176,109,67,157,88,69,530,328,202,1163,660,503,1375,797,578,2051,1117,934,7,6,1,80,60,20,1122,557,565,23,16,7
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,25-29,7987,4308,3679,1723,668,1055,6264,3640,2624,361,207,154,99,68,31,500,289,211,1199,726,473,1495,949,546,1166,640,526,8,4,4,56,35,21,1354,710,644,26,12,14
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,30-34,6635,3510,3125,1752,587,1165,4883,2923,1960,337,220,117,90,54,36,394,236,158,1033,652,381,1166,725,441,901,487,414,6,6,0,36,27,9,891,499,392,29,17,12
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,35-39,6254,3203,3051,1986,624,1362,4268,2579,1689,311,172,139,103,57,46,384,239,145,966,639,327,1101,653,448,660,362,298,0,0,0,29,19,10,694,424,270,20,14,6
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,40-44,5289,2872,2417,1870,615,1255,3419,2257,1162,221,150,71,97,58,39,363,225,138,730,520,210,1079,688,391,397,253,144,1,1,0,27,25,2,482,325,157,22,12,10
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,45-49,4174,2292,1882,1876,654,1222,2298,1638,660,182,109,73,76,54,22,308,216,92,496,383,113,682,456,226,209,146,63,4,3,1,13,13,0,305,243,62,23,15,8
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,50-54,3367,1851,1516,1668,612,1056,1699,1239,460,130,73,57,73,50,23,240,183,57,395,305,90,482,342,140,112,86,26,1,1,0,8,8,0,237,179,58,21,12,9
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,55-59,2344,1286,1058,1204,428,776,1140,858,282,104,58,46,65,47,18,194,143,51,233,180,53,279,201,78,65,57,8,0,0,0,4,4,0,190,165,25,6,3,3
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,60-64,2037,1123,914,1218,488,730,819,635,184,100,73,27,60,30,30,155,123,32,194,156,38,170,134,36,31,24,7,3,3,0,1,1,0,99,87,12,6,4,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,65-69,1199,663,536,748,296,452,451,367,84,65,47,18,44,32,12,79,59,20,111,95,16,96,87,9,10,8,2,0,0,0,0,0,0,35,34,1,11,5,6
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,70-74,1081,574,507,799,339,460,282,235,47,41,26,15,37,31,6,60,53,7,57,52,5,44,34,10,9,8,1,2,2,0,0,0,0,27,26,1,5,3,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,75-79,507,267,240,359,152,207,148,115,33,24,19,5,21,14,7,41,35,6,33,26,7,15,13,2,4,3,1,1,1,0,0,0,0,4,3,1,5,1,4
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,80+,751,430,321,556,274,282,195,156,39,32,27,5,17,14,3,49,40,9,35,29,6,26,20,6,11,8,3,2,2,0,1,1,0,18,13,5,4,2,2
C2708ST,01,000,State - JAMMU & KASHMIR,Urban,Age not stated,80,55,25,16,6,10,64,49,15,13,11,2,2,2,0,5,3,2,20,15,5,12,10,2,5,3,2,0,0,0,0,0,0,6,5,1,1,0,1
C2708ST,02,000,State - HIMACHAL PRADESH,Total,All ages,392126,196118,196008,138651,53657,84994,253475,142461,111014,7808,3966,3842,38177,20417,17760,68657,36209,32448,40932,23285,17647,48001,28807,19194,30217,17528,12689,280,178,102,1890,1342,548,16983,10479,6504,530,250,280
C2708ST,02,000,State - HIMACHAL PRADESH,Total,0-6,47914,24823,23091,47914,24823,23091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C2708ST,02,000,State - HIMACHAL PRADESH,Total,7,7442,3838,3604,1524,761,763,5918,3077,2841,78,41,37,5808,3017,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,19,13
C2708ST,02,000,State - HIMACHAL PRADESH,Total,8,7175,3764,3411,587,267,320,6588,3497,3091,55,43,12,6526,3451,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4
C2708ST,02,000,State - HIMACHAL PRADESH,Total,9,7171,3746,3425,368,170,198,6803,3576,3227,43,24,19,6052,3176,2876,703,373,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2
C2708ST,02,000,State - HIMACHAL PRADESH,Total,10,8270,4341,3929,533,251,282,7737,4090,3647,64,29,35,4471,2406,2065,3193,1649,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,3
C2708ST,02,000,State - HIMACHAL PRADESH,Total,11,7906,4115,3791,376,180,196,7530,3935,3595,60,29,31,1676,883,793,5792,3022,2770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
C2708ST,02,000,State - HIMACHAL PRADESH,Total,12,7751,4057,3694,343,148,195,7408,3909,3499,60,32,28,604,338,266,6221,3250,2971,517,286,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3
C2708ST,02,000,State - HIMACHAL PRADESH,Total,13,7664,3901,3763,305,125,180,7359,3776,3583,63,28,35,287,146,141,4952,2564,2388,2052,1034,1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1
C2708ST,02,000,State - HIMACHAL PRADESH,Total,14,7860,4012,3848,318,146,172,7542,3866,3676,57,23,34,137,70,67,2874,1469,1405,4470,2302,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2
C2708ST,02,000,State - HIMACHAL PRADESH,Total,15,7781,3939,3842,381,165,216,7400,3774,3626,82,41,41,157,87,70,1514,767,747,4349,2217,2132,1295,661,634,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2
C2708ST,02,000,State - HIMACHAL PRADESH,Total,16,7778,3958,3820,366,148,218,7412,3810,3602,91,39,52,130,72,58,1058,538,520,3021,1591,1430,3104,1564,1540,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
C2708ST,02,000,State - HIMACHAL PRADESH,Total,17,7606,3812,3794,322,124,198,7284,3688,3596,78,38,40,126,69,57,881,392,489,1774,935,839,4421,2253,2168,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3
C2708ST,02,000,State - HIMACHAL PRADESH,Total,18,8252,4206,4046,476,194,282,7776,4012,3764,112,51,61,156,79,77,997,450,547,1301,708,593,3103,1645,1458,2032,1030,1002,5,1,4,66,45,21,0,0,0,4,3,1
C2708ST,02,000,State - HIMACHAL PRADESH,Total,19,7223,3642,3581,363,132,231,6860,3510,3350,134,77,57,133,70,63,917,406,511,861,439,422,2231,1188,1043,2495,1269,1226,3,1,2,84,60,24,0,0,0,2,0,2
C2708ST,02,000,State - HIMACHAL PRADESH,Total,20-24,37419,18233,19186,2696,895,1801,34723,17338,17385,940,499,441,709,347,362,5405,2288,3117,4337,2088,2249,8350,4184,4166,11005,5918,5087,53,29,24,604,410,194,3294,1560,1734,26,15,11
